EmployeeID,Name,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,BusinessTravel,DistanceFromHome,Attrition
1181,Employee_181,27,Male,Finance,Technician,Bachelor,Science,Single,17839,154,1017,10523,Yes,3,17,2,7,9,4,1,2,Travel_Rarely,12,No
1182,Employee_182,43,Male,Finance,Executive,Master,Science,Single,83920,50,589,3292,No,8,17,5,2,0,1,2,1,Non-Travel,2,No
1183,Employee_183,32,Male,R&D,Scientist,Bachelor,Business,Married,58619,121,524,2538,Yes,23,4,2,9,5,2,3,3,Non-Travel,22,Yes
1184,Employee_184,37,Male,Finance,Developer,Master,Engineering,Married,57821,136,1139,4408,No,11,6,5,6,6,4,4,1,Travel_Frequently,23,No
1185,Employee_185,54,Female,Operations,Executive,Bachelor,Business,Divorced,28493,55,1088,9752,Yes,8,1,10,1,8,2,1,3,Non-Travel,30,No
1186,Employee_186,30,Female,Operations,Technician,High School,Medical,Divorced,32069,194,1380,19287,No,29,10,10,3,7,2,4,1,Non-Travel,5,No
1187,Employee_187,27,Female,Sales,Developer,PhD,Engineering,Single,22531,110,867,1174,Yes,30,12,11,5,5,1,3,4,Travel_Frequently,9,No
1188,Employee_188,37,Female,Operations,Analyst,Bachelor,Science,Divorced,52051,61,832,3230,Yes,10,4,8,8,2,2,1,2,Travel_Rarely,21,No
1189,Employee_189,50,Male,Operations,Manager,Master,Business,Single,22736,55,776,5287,No,28,5,5,4,7,1,4,4,Travel_Frequently,11,No
1190,Employee_190,24,Male,R&D,Technician,PhD,Arts,Single,22710,76,336,13112,Yes,13,13,11,8,6,4,4,4,Travel_Rarely,5,Yes
1191,Employee_191,41,Male,Operations,Analyst,PhD,Arts,Divorced,82155,185,627,8106,Yes,32,11,3,4,2,2,3,3,Travel_Rarely,35,No
1192,Employee_192,57,Female,Sales,Executive,Master,Medical,Single,28975,173,811,10689,No,26,3,4,9,8,2,4,3,Non-Travel,27,No
1193,Employee_193,40,Female,HR,Scientist,Bachelor,Arts,Married,77424,155,1110,13046,Yes,22,5,5,7,1,3,3,3,Travel_Frequently,2,No
1194,Employee_194,47,Male,R&D,Developer,High School,Business,Divorced,60603,142,1018,18951,Yes,4,9,10,0,2,4,2,4,Non-Travel,24,No
1195,Employee_195,24,Male,HR,Manager,High School,Business,Married,38252,158,340,2151,Yes,31,17,2,6,1,4,3,1,Non-Travel,31,Yes
1196,Employee_196,40,Female,R&D,Developer,Bachelor,Arts,Divorced,95797,148,1306,8619,No,18,14,7,3,0,3,2,1,Travel_Rarely,33,Yes
1197,Employee_197,41,Female,IT,Executive,PhD,Business,Single,16431,191,376,7033,No,24,7,3,4,3,3,1,4,Non-Travel,39,No
1198,Employee_198,53,Male,Finance,Developer,PhD,Medical,Divorced,89603,84,397,9560,No,23,8,7,5,4,1,4,4,Travel_Frequently,30,No
1199,Employee_199,28,Male,IT,Manager,PhD,Engineering,Married,52481,133,823,5946,Yes,22,4,9,4,5,1,3,2,Non-Travel,37,No
1200,Employee_200,54,Female,Operations,Executive,PhD,Medical,Single,107573,105,890,2907,Yes,2,9,9,0,4,2,3,3,Non-Travel,28,No
1201,Employee_201,39,Male,HR,Developer,Bachelor,Medical,Divorced,24557,190,600,4490,Yes,31,19,2,8,0,2,4,3,Travel_Rarely,31,Yes
1202,Employee_202,22,Male,Operations,Scientist,PhD,Business,Divorced,89971,98,670,19919,Yes,11,5,9,1,2,2,4,4,Travel_Frequently,11,No
1203,Employee_203,32,Male,Finance,Technician,Master,Engineering,Divorced,118302,95,417,5173,No,28,15,6,8,0,2,1,4,Non-Travel,23,No
1204,Employee_204,49,Female,R&D,Executive,PhD,Business,Married,15162,162,1128,12065,Yes,32,2,10,9,4,1,1,1,Travel_Rarely,2,No
1205,Employee_205,46,Female,Finance,Technician,High School,Science,Married,49742,185,831,18677,Yes,5,9,11,1,4,4,3,4,Non-Travel,27,No
1206,Employee_206,44,Female,Sales,Executive,PhD,Business,Divorced,34675,92,1150,5769,Yes,10,10,8,8,5,2,1,1,Travel_Frequently,35,No
1207,Employee_207,52,Female,Finance,Scientist,Bachelor,Business,Single,88997,197,1105,5796,No,24,10,3,5,7,4,2,4,Non-Travel,2,No
1208,Employee_208,51,Female,Sales,Technician,High School,Business,Single,32015,173,374,14046,Yes,23,16,7,8,9,2,1,2,Non-Travel,39,No
1209,Employee_209,56,Female,Finance,Analyst,Bachelor,Engineering,Married,65057,146,222,15211,Yes,17,3,2,5,0,3,1,2,Travel_Rarely,37,No
1210,Employee_210,28,Female,Sales,Manager,Bachelor,Business,Single,47591,139,434,5997,Yes,1,3,6,5,3,2,3,1,Non-Travel,21,No
1211,Employee_211,37,Male,HR,Analyst,High School,Engineering,Married,108583,88,1236,18376,Yes,31,16,2,1,9,2,2,3,Travel_Rarely,5,Yes
1212,Employee_212,47,Male,Operations,Developer,Bachelor,Arts,Divorced,115318,134,1324,9112,Yes,31,8,11,7,0,2,1,2,Travel_Frequently,21,Yes
1213,Employee_213,23,Male,Operations,Scientist,Bachelor,Science,Married,24833,111,1128,6287,No,34,18,6,2,8,1,2,1,Non-Travel,29,Yes
1214,Employee_214,22,Male,IT,Analyst,PhD,Engineering,Married,22896,155,722,11578,Yes,9,4,10,6,6,3,2,4,Travel_Frequently,20,No
1215,Employee_215,33,Male,Operations,Executive,Master,Arts,Divorced,47972,156,630,19624,Yes,22,5,9,4,6,2,2,4,Travel_Frequently,38,No
1216,Employee_216,26,Male,R&D,Developer,Bachelor,Engineering,Single,64733,103,992,18860,Yes,13,2,9,2,4,2,4,1,Non-Travel,20,No
1217,Employee_217,58,Male,Finance,Developer,Bachelor,Engineering,Married,56800,175,732,7426,Yes,25,0,10,0,6,4,4,3,Travel_Rarely,25,No
1218,Employee_218,53,Female,IT,Analyst,Bachelor,Science,Married,111044,58,1178,12599,Yes,18,19,10,7,1,3,4,1,Travel_Frequently,2,No
1219,Employee_219,30,Female,R&D,Analyst,PhD,Medical,Divorced,20347,137,1009,1389,Yes,12,15,5,2,3,2,4,1,Travel_Frequently,32,No
1220,Employee_220,56,Male,R&D,Scientist,Master,Medical,Single,74063,86,1112,1999,Yes,17,10,1,1,6,4,3,2,Non-Travel,26,Yes
1221,Employee_221,40,Male,Sales,Manager,High School,Engineering,Married,110850,98,1324,13812,Yes,15,12,10,0,2,4,1,1,Non-Travel,6,No
1222,Employee_222,37,Female,Operations,Analyst,PhD,Business,Divorced,17643,90,1070,16599,Yes,15,9,2,3,1,1,4,1,Non-Travel,3,No
1223,Employee_223,24,Male,HR,Analyst,PhD,Arts,Married,55785,66,739,2855,Yes,15,2,5,7,9,4,3,4,Non-Travel,33,No
1224,Employee_224,41,Male,HR,Technician,Master,Business,Divorced,33681,137,1223,9125,No,13,8,3,2,1,2,1,2,Non-Travel,1,No
1225,Employee_225,45,Female,IT,Executive,Master,Business,Single,65026,70,426,14794,No,17,11,5,0,0,1,4,4,Non-Travel,5,No
1226,Employee_226,54,Male,HR,Technician,PhD,Engineering,Single,118864,100,1459,3763,No,32,13,0,3,4,1,1,4,Travel_Rarely,13,No
1227,Employee_227,45,Female,Finance,Technician,High School,Engineering,Single,30892,108,1072,5986,No,9,0,9,8,5,2,4,3,Travel_Frequently,19,No
1228,Employee_228,32,Male,HR,Developer,PhD,Engineering,Single,62299,90,1091,2481,Yes,20,17,11,0,5,3,3,3,Travel_Rarely,12,No
1229,Employee_229,29,Female,IT,Manager,Master,Engineering,Married,32073,88,1236,4731,No,26,16,0,1,8,4,2,2,Travel_Rarely,25,Yes
1230,Employee_230,57,Female,HR,Executive,High School,Medical,Married,117304,190,409,17835,No,27,8,2,8,3,1,2,2,Non-Travel,35,No
1231,Employee_231,59,Female,Finance,Scientist,Master,Engineering,Single,45682,60,940,18266,Yes,21,8,7,1,0,3,1,3,Travel_Frequently,12,No
1232,Employee_232,41,Male,Sales,Scientist,High School,Medical,Single,112798,196,596,11758,No,18,9,7,2,5,2,3,3,Travel_Rarely,30,Yes
1233,Employee_233,56,Female,IT,Analyst,Bachelor,Medical,Single,111894,188,1323,17311,No,13,18,10,6,4,4,2,3,Non-Travel,5,No
1234,Employee_234,46,Male,Sales,Analyst,Master,Engineering,Married,29289,126,230,9566,Yes,16,14,3,2,9,4,4,3,Non-Travel,34,No
1235,Employee_235,56,Male,Sales,Scientist,Master,Science,Single,22927,176,1097,12889,Yes,9,4,5,8,5,1,2,3,Travel_Frequently,22,No
1236,Employee_236,46,Male,Sales,Analyst,PhD,Arts,Single,63330,95,848,12254,Yes,12,14,7,5,2,4,1,4,Travel_Rarely,39,No
1237,Employee_237,50,Male,R&D,Manager,Master,Business,Single,81707,94,528,12442,No,19,19,6,2,1,4,1,2,Travel_Rarely,13,No
1238,Employee_238,39,Female,Operations,Technician,Master,Medical,Divorced,92454,50,1389,14521,No,7,1,10,8,5,4,3,4,Travel_Rarely,3,No
1239,Employee_239,39,Female,R&D,Analyst,Bachelor,Arts,Single,119646,157,1151,5559,Yes,18,12,6,0,0,4,1,4,Non-Travel,20,Yes
1240,Employee_240,23,Male,Operations,Developer,Master,Science,Divorced,80428,68,1323,17199,Yes,16,15,3,9,6,2,2,1,Travel_Frequently,31,Yes
1241,Employee_241,56,Male,Sales,Analyst,Bachelor,Business,Divorced,65601,125,820,8291,No,4,14,8,2,6,3,2,4,Travel_Frequently,5,Yes
1242,Employee_242,37,Female,IT,Executive,Bachelor,Business,Single,92465,121,1396,9160,Yes,25,9,11,0,9,2,2,3,Travel_Rarely,24,No
1243,Employee_243,57,Male,Operations,Manager,Bachelor,Medical,Divorced,17539,158,361,1112,No,32,13,9,1,6,2,2,3,Non-Travel,33,No
1244,Employee_244,54,Female,Finance,Executive,Bachelor,Engineering,Single,117263,61,975,16924,Yes,13,9,5,7,9,1,3,1,Travel_Rarely,8,No
1245,Employee_245,25,Male,Finance,Executive,High School,Science,Married,37669,94,1486,17523,Yes,17,13,11,6,0,4,4,1,Travel_Frequently,24,No
1246,Employee_246,54,Male,HR,Developer,PhD,Medical,Married,85968,139,473,2424,No,6,8,10,1,3,2,4,1,Non-Travel,20,No
1247,Employee_247,35,Female,Operations,Manager,High School,Science,Married,35644,152,1226,11808,Yes,19,13,2,1,6,4,3,1,Travel_Rarely,16,No
1248,Employee_248,42,Male,IT,Manager,Master,Engineering,Married,33745,57,1251,7043,Yes,13,2,4,8,8,2,1,1,Travel_Rarely,12,No
1249,Employee_249,41,Female,R&D,Manager,High School,Engineering,Divorced,43228,140,525,7989,Yes,26,19,4,5,4,2,4,4,Non-Travel,13,No
1250,Employee_250,29,Male,Sales,Manager,High School,Medical,Single,49521,136,1139,7261,No,14,15,4,4,1,1,1,1,Travel_Frequently,39,No
1251,Employee_251,28,Male,HR,Manager,Master,Engineering,Single,112239,133,1372,1887,Yes,31,1,7,9,6,3,4,4,Non-Travel,25,No
1252,Employee_252,24,Male,Finance,Developer,Master,Arts,Single,41928,131,739,17433,Yes,4,9,8,5,9,3,1,2,Travel_Rarely,32,No
1253,Employee_253,38,Female,R&D,Analyst,Master,Business,Married,33322,195,687,17402,Yes,8,2,8,8,0,2,3,1,Travel_Rarely,24,No
1254,Employee_254,54,Male,R&D,Executive,High School,Medical,Married,72714,117,1021,13253,Yes,25,10,5,6,6,1,2,1,Travel_Rarely,9,Yes
1255,Employee_255,33,Male,Sales,Manager,High School,Science,Single,102896,176,1288,19990,Yes,13,10,5,9,5,4,1,4,Travel_Rarely,23,No
1256,Employee_256,43,Male,Operations,Analyst,Master,Arts,Married,77292,131,555,8846,Yes,32,12,8,9,6,4,2,2,Travel_Frequently,13,No
1257,Employee_257,43,Male,Finance,Analyst,PhD,Medical,Single,44055,196,1475,7432,No,28,6,3,8,9,2,1,4,Travel_Frequently,32,No
1258,Employee_258,51,Female,IT,Executive,PhD,Engineering,Single,57891,133,434,14452,No,30,16,5,3,2,3,1,4,Travel_Rarely,15,No
1259,Employee_259,59,Female,R&D,Developer,Bachelor,Engineering,Single,96912,162,426,14395,Yes,3,1,3,1,2,1,1,1,Travel_Frequently,36,No
1260,Employee_260,59,Male,Sales,Scientist,Master,Engineering,Single,21588,125,248,4765,No,28,11,10,7,6,3,1,3,Travel_Frequently,5,No
1261,Employee_261,29,Female,IT,Scientist,Bachelor,Engineering,Single,105536,171,317,19822,No,3,9,0,3,1,4,1,3,Travel_Frequently,22,No
1262,Employee_262,48,Male,Operations,Analyst,PhD,Science,Single,21304,192,253,16950,Yes,34,17,6,8,0,3,2,4,Travel_Rarely,16,No
1263,Employee_263,48,Male,Finance,Technician,Bachelor,Arts,Single,22345,90,764,13502,No,16,10,9,3,8,4,1,1,Non-Travel,10,No
1264,Employee_264,55,Male,Operations,Technician,Master,Business,Married,44300,51,1267,10741,No,22,15,10,7,8,1,2,2,Non-Travel,24,No
1265,Employee_265,42,Female,R&D,Executive,Master,Science,Single,39259,78,252,6941,No,32,16,11,8,6,1,3,3,Non-Travel,18,No
1266,Employee_266,51,Female,IT,Scientist,Master,Science,Single,106006,154,757,5855,No,8,18,5,8,6,2,4,2,Travel_Rarely,18,No
1267,Employee_267,54,Female,IT,Analyst,High School,Business,Married,103553,100,1325,16166,No,8,17,8,9,2,2,1,3,Travel_Frequently,7,Yes
1268,Employee_268,49,Female,IT,Developer,Bachelor,Business,Married,30352,124,1067,6788,No,6,2,6,3,9,3,4,1,Travel_Frequently,4,No
1269,Employee_269,54,Female,R&D,Scientist,PhD,Engineering,Married,48365,59,597,1201,No,14,15,6,0,1,1,2,4,Travel_Rarely,26,No
1270,Employee_270,26,Female,R&D,Analyst,PhD,Science,Single,34446,191,1361,11561,No,32,5,1,2,6,1,3,2,Travel_Rarely,5,No
1271,Employee_271,40,Female,Operations,Analyst,PhD,Medical,Divorced,17336,100,874,17901,Yes,10,11,11,8,8,2,3,2,Non-Travel,16,Yes
1272,Employee_272,25,Female,HR,Manager,High School,Business,Divorced,77032,167,586,8737,Yes,3,10,10,3,0,4,3,4,Non-Travel,35,Yes
1273,Employee_273,56,Female,Operations,Developer,High School,Business,Married,90415,170,310,2988,No,12,14,8,4,3,3,4,2,Travel_Rarely,26,Yes
1274,Employee_274,38,Male,Finance,Manager,Master,Arts,Divorced,112852,88,813,16441,No,31,14,9,6,5,3,2,3,Non-Travel,18,Yes
1275,Employee_275,49,Female,Sales,Executive,PhD,Medical,Married,113876,77,216,12737,Yes,29,15,8,4,6,2,1,4,Travel_Frequently,29,No
1276,Employee_276,51,Female,IT,Manager,High School,Medical,Single,22521,52,1405,15256,No,5,9,5,3,9,1,1,3,Travel_Rarely,23,No
1277,Employee_277,50,Female,HR,Manager,Master,Business,Divorced,86707,133,1083,8162,No,25,11,2,1,6,2,2,3,Travel_Rarely,14,No
1278,Employee_278,27,Female,Sales,Scientist,PhD,Engineering,Single,38481,166,740,14065,Yes,31,12,0,1,9,2,4,1,Travel_Frequently,15,No
1279,Employee_279,56,Female,HR,Technician,Bachelor,Arts,Divorced,33474,51,370,15114,Yes,21,3,3,3,1,2,1,3,Travel_Frequently,33,No
1280,Employee_280,58,Female,Operations,Analyst,Master,Medical,Single,61760,142,608,9399,Yes,20,6,2,9,3,2,2,1,Travel_Frequently,25,No
1281,Employee_281,45,Female,R&D,Developer,High School,Business,Divorced,70718,180,939,6633,No,22,1,11,9,4,4,1,2,Non-Travel,21,No
1282,Employee_282,50,Female,IT,Manager,High School,Medical,Single,59629,193,1411,6755,No,4,14,0,8,0,4,3,2,Travel_Rarely,17,Yes
1283,Employee_283,52,Female,Operations,Developer,Master,Arts,Single,60232,143,1057,11825,Yes,13,7,2,7,0,1,1,1,Non-Travel,23,No
1284,Employee_284,56,Female,Sales,Technician,Master,Arts,Divorced,101544,89,429,5117,Yes,20,6,3,2,9,2,4,3,Travel_Frequently,17,No
1285,Employee_285,54,Female,Sales,Technician,High School,Science,Single,82169,51,318,2518,No,13,14,7,8,2,4,2,4,Non-Travel,14,Yes
1286,Employee_286,42,Male,Sales,Manager,Bachelor,Business,Single,65669,130,1379,17346,Yes,17,13,8,4,9,1,4,4,Travel_Frequently,29,No
1287,Employee_287,53,Male,Sales,Executive,PhD,Arts,Single,93021,61,983,3600,No,33,7,2,2,2,2,2,1,Non-Travel,20,No
1288,Employee_288,44,Female,Sales,Manager,Bachelor,Science,Divorced,84184,114,664,14237,No,1,11,5,4,7,3,3,2,Non-Travel,30,No
1289,Employee_289,54,Female,HR,Scientist,Master,Science,Divorced,62945,104,303,19579,Yes,15,12,9,9,8,4,2,2,Travel_Frequently,19,No
1290,Employee_290,24,Male,Operations,Analyst,Bachelor,Medical,Single,28140,94,897,4554,Yes,13,10,10,3,0,1,1,4,Non-Travel,39,Yes
1291,Employee_291,39,Female,IT,Executive,High School,Medical,Single,98457,150,374,17193,No,17,16,4,7,1,3,1,1,Travel_Rarely,13,No
1292,Employee_292,46,Male,R&D,Manager,Master,Science,Divorced,29357,111,944,16253,Yes,24,16,5,4,9,2,3,4,Non-Travel,18,No
1293,Employee_293,52,Male,R&D,Developer,PhD,Medical,Divorced,83673,98,1357,17194,Yes,8,3,3,9,1,2,2,3,Non-Travel,23,No
1294,Employee_294,24,Male,Operations,Executive,High School,Arts,Single,80633,176,864,2742,Yes,27,7,9,7,3,2,3,3,Travel_Rarely,33,Yes
1295,Employee_295,45,Male,Operations,Executive,High School,Engineering,Single,91943,72,232,2306,Yes,23,4,5,8,1,4,1,1,Travel_Frequently,39,No
1296,Employee_296,53,Male,R&D,Manager,PhD,Arts,Single,111111,87,254,4849,No,8,15,6,3,6,1,4,1,Travel_Rarely,18,No
1297,Employee_297,43,Female,R&D,Executive,PhD,Science,Married,93258,77,718,13360,No,8,3,8,6,8,3,3,3,Non-Travel,9,No
1298,Employee_298,44,Male,HR,Developer,Bachelor,Science,Divorced,27924,70,955,13768,No,26,14,9,1,6,1,4,2,Travel_Frequently,33,No
1299,Employee_299,23,Female,Finance,Technician,Master,Arts,Married,84286,156,211,14032,No,13,11,6,5,5,4,4,1,Non-Travel,32,No
1300,Employee_300,48,Female,IT,Executive,PhD,Medical,Divorced,108269,195,919,5195,Yes,28,4,5,7,9,1,2,3,Non-Travel,17,No
1301,Employee_301,23,Male,Sales,Technician,PhD,Medical,Divorced,89071,148,754,19939,Yes,25,15,0,6,0,4,3,3,Travel_Rarely,19,No
1302,Employee_302,47,Male,Finance,Developer,Master,Science,Divorced,72326,168,572,19689,No,16,13,1,6,9,2,4,2,Travel_Rarely,27,No
1303,Employee_303,38,Female,Operations,Manager,PhD,Business,Divorced,105023,122,683,8619,No,2,9,0,7,8,3,4,2,Travel_Frequently,6,No
1304,Employee_304,54,Male,R&D,Analyst,PhD,Medical,Divorced,45651,171,1172,10280,Yes,18,6,8,6,4,2,2,2,Travel_Frequently,35,Yes
1305,Employee_305,30,Male,Finance,Executive,Bachelor,Arts,Divorced,85202,79,1451,3642,No,17,12,9,4,4,1,2,2,Travel_Frequently,37,Yes
1306,Employee_306,50,Female,IT,Analyst,High School,Medical,Divorced,63777,157,822,10369,No,30,19,9,6,5,2,1,4,Non-Travel,34,No
1307,Employee_307,47,Female,Operations,Developer,High School,Arts,Married,31994,147,506,15296,Yes,13,4,8,9,8,3,4,2,Travel_Rarely,20,No
1308,Employee_308,56,Male,Sales,Executive,High School,Science,Single,82263,81,656,16438,No,32,2,6,2,7,2,1,4,Travel_Rarely,25,No
1309,Employee_309,46,Female,Sales,Technician,High School,Medical,Single,74634,128,359,16674,Yes,29,14,1,4,7,3,4,1,Travel_Rarely,4,No
1310,Employee_310,45,Male,IT,Scientist,PhD,Arts,Married,115158,90,530,5757,Yes,30,3,5,6,7,3,1,3,Travel_Frequently,10,No
1311,Employee_311,34,Male,IT,Analyst,Master,Science,Married,25800,112,975,3994,No,18,14,10,8,0,2,2,4,Travel_Rarely,10,Yes
1312,Employee_312,28,Male,R&D,Executive,Master,Business,Married,52823,72,424,16226,Yes,13,13,3,1,0,4,3,1,Travel_Rarely,24,Yes
1313,Employee_313,57,Female,Sales,Analyst,Bachelor,Arts,Married,78878,153,1182,2271,No,21,19,0,3,7,1,2,1,Travel_Rarely,21,Yes
1314,Employee_314,41,Female,Operations,Executive,Bachelor,Business,Divorced,33708,124,928,2813,Yes,30,18,0,6,4,4,1,4,Travel_Frequently,11,No
1315,Employee_315,22,Female,Finance,Manager,PhD,Business,Single,27819,97,1268,19845,No,21,12,11,0,8,4,1,1,Travel_Rarely,27,No
1316,Employee_316,29,Female,Operations,Technician,Master,Engineering,Divorced,89905,106,1437,9475,No,17,9,4,1,1,2,3,1,Travel_Frequently,16,Yes
1317,Employee_317,37,Female,HR,Analyst,Master,Medical,Single,78870,167,1282,5396,No,19,4,11,8,8,1,4,4,Travel_Rarely,26,No
1318,Employee_318,35,Male,HR,Scientist,High School,Arts,Single,24283,149,843,10283,Yes,15,19,1,9,7,1,1,1,Travel_Rarely,30,Yes
1319,Employee_319,33,Male,IT,Scientist,PhD,Business,Married,45573,173,815,14318,Yes,9,19,3,6,8,4,1,2,Travel_Rarely,16,No
1320,Employee_320,44,Male,R&D,Developer,PhD,Engineering,Divorced,93707,83,394,18200,No,10,5,0,9,3,2,1,2,Travel_Frequently,7,No
1321,Employee_321,36,Male,HR,Executive,High School,Science,Married,45933,56,688,1082,Yes,31,3,3,6,0,1,3,3,Travel_Frequently,16,No
1322,Employee_322,49,Female,Sales,Analyst,PhD,Arts,Divorced,20774,105,356,2920,No,23,1,10,5,0,4,2,1,Travel_Rarely,35,No
1323,Employee_323,55,Male,Operations,Developer,PhD,Business,Single,87055,114,809,8817,No,30,15,5,2,4,1,1,3,Non-Travel,16,No
1324,Employee_324,23,Female,Operations,Analyst,Bachelor,Medical,Married,25983,96,1449,12683,Yes,33,17,9,9,1,2,3,2,Travel_Frequently,12,No
1325,Employee_325,53,Male,IT,Executive,Master,Engineering,Married,111468,197,611,12336,No,9,4,3,2,7,2,1,2,Travel_Frequently,35,No
1326,Employee_326,44,Female,Finance,Scientist,PhD,Business,Single,111334,68,1428,16596,Yes,1,3,0,1,9,2,4,2,Travel_Rarely,21,No
1327,Employee_327,43,Female,IT,Manager,Bachelor,Medical,Single,33133,195,1302,3093,No,11,12,6,5,4,1,3,1,Non-Travel,36,No
1328,Employee_328,46,Male,Finance,Scientist,Master,Business,Single,29939,175,1347,13905,Yes,34,18,1,3,4,3,1,1,Travel_Rarely,17,No
1329,Employee_329,43,Male,IT,Developer,High School,Arts,Married,15781,188,670,9367,No,16,1,8,4,1,1,3,2,Travel_Frequently,32,No
1330,Employee_330,43,Male,IT,Technician,Bachelor,Arts,Divorced,71700,98,1441,6285,No,9,12,2,2,6,3,1,3,Travel_Frequently,6,No
1331,Employee_331,27,Male,IT,Manager,Bachelor,Arts,Married,42624,162,715,11896,Yes,32,10,7,5,7,2,2,3,Travel_Rarely,24,Yes
1332,Employee_332,36,Female,Finance,Developer,Master,Engineering,Divorced,21823,87,1327,5937,No,15,3,7,2,9,4,1,4,Travel_Rarely,27,No
1333,Employee_333,58,Male,Finance,Executive,High School,Arts,Married,33489,113,592,17753,No,12,19,2,7,0,3,3,2,Non-Travel,20,No
1334,Employee_334,54,Male,IT,Manager,Bachelor,Medical,Married,54961,118,830,19202,Yes,33,19,3,8,1,2,4,3,Non-Travel,25,No
1335,Employee_335,29,Female,HR,Developer,PhD,Business,Single,44118,185,807,19485,No,14,14,1,3,9,2,4,2,Travel_Frequently,2,No
1336,Employee_336,26,Male,R&D,Executive,PhD,Science,Divorced,115417,165,1179,13977,Yes,8,3,3,8,3,3,4,3,Non-Travel,9,No
1337,Employee_337,25,Male,R&D,Scientist,PhD,Medical,Married,96816,114,633,19163,No,8,8,10,6,4,4,1,4,Non-Travel,28,No
1338,Employee_338,27,Male,R&D,Technician,High School,Medical,Married,37263,80,1366,8674,Yes,27,6,10,2,1,2,2,4,Travel_Frequently,38,No
1339,Employee_339,53,Male,Finance,Executive,Bachelor,Arts,Single,28565,181,739,18748,No,12,18,10,6,0,3,1,2,Travel_Frequently,3,No
1340,Employee_340,51,Male,Finance,Analyst,PhD,Engineering,Single,35354,162,477,4676,No,1,18,8,0,8,4,4,3,Travel_Frequently,20,No
1341,Employee_341,56,Female,HR,Executive,High School,Business,Divorced,57951,158,432,3426,No,11,5,1,2,0,4,3,1,Travel_Frequently,6,No
1342,Employee_342,37,Male,R&D,Executive,PhD,Engineering,Married,106179,118,1313,3962,Yes,31,5,11,5,3,2,4,4,Travel_Rarely,39,No
1343,Employee_343,34,Male,R&D,Technician,Master,Business,Divorced,38648,169,1422,1859,Yes,17,19,11,3,1,1,3,2,Travel_Frequently,33,No
1344,Employee_344,51,Male,IT,Analyst,Bachelor,Business,Married,65729,137,561,13048,Yes,33,14,2,6,3,1,2,2,Travel_Frequently,1,No
1345,Employee_345,40,Male,Finance,Developer,Bachelor,Engineering,Divorced,56971,116,225,5138,Yes,32,14,10,2,7,2,3,3,Travel_Frequently,37,Yes
1346,Employee_346,38,Male,R&D,Developer,High School,Medical,Single,33658,124,1248,3424,No,29,19,10,0,7,4,1,2,Non-Travel,6,No
1347,Employee_347,40,Female,Operations,Executive,High School,Business,Married,36253,94,706,11409,No,21,8,3,8,8,2,1,4,Travel_Frequently,34,No
1348,Employee_348,49,Male,HR,Analyst,Bachelor,Engineering,Divorced,79166,53,466,5017,Yes,21,3,4,5,4,3,1,2,Travel_Rarely,15,No
1349,Employee_349,47,Female,Operations,Analyst,PhD,Business,Single,63563,156,660,11451,Yes,23,17,0,7,6,1,3,2,Travel_Rarely,26,Yes
1350,Employee_350,58,Female,Operations,Technician,PhD,Science,Single,41390,100,655,11278,Yes,6,17,6,2,2,3,1,1,Travel_Frequently,14,No
1351,Employee_351,47,Male,HR,Scientist,Master,Medical,Divorced,103664,99,1291,11996,No,22,4,9,7,9,2,1,1,Travel_Rarely,7,Yes
1352,Employee_352,44,Male,Operations,Developer,PhD,Arts,Married,66578,55,1206,2134,Yes,8,19,6,1,3,2,1,4,Non-Travel,31,No
1353,Employee_353,30,Male,R&D,Technician,High School,Business,Married,94025,108,1062,6119,Yes,11,10,8,3,9,4,2,3,Travel_Frequently,24,Yes
1354,Employee_354,33,Male,Finance,Manager,High School,Science,Single,118850,174,690,6694,No,24,4,3,2,8,4,3,1,Travel_Rarely,31,No
1355,Employee_355,22,Female,HR,Developer,PhD,Arts,Married,47658,192,1272,5164,No,21,3,5,9,9,4,3,3,Travel_Rarely,29,No
1356,Employee_356,22,Male,IT,Technician,High School,Arts,Married,21852,79,763,19730,Yes,2,11,10,0,9,3,4,4,Travel_Frequently,32,No
1357,Employee_357,55,Male,Operations,Developer,Bachelor,Business,Married,109986,171,1325,6039,No,19,1,1,6,0,4,3,1,Travel_Rarely,17,No
1358,Employee_358,53,Male,HR,Scientist,Bachelor,Engineering,Single,17551,174,415,15631,Yes,28,12,11,9,1,2,2,3,Travel_Frequently,14,Yes
1359,Employee_359,46,Male,Sales,Manager,PhD,Business,Divorced,86947,86,758,11442,No,17,9,11,1,4,4,3,1,Travel_Rarely,36,No
1360,Employee_360,22,Male,Sales,Scientist,Bachelor,Science,Married,76001,173,358,9252,Yes,6,8,3,3,2,1,2,4,Non-Travel,24,No
1361,Employee_361,37,Male,Finance,Manager,Bachelor,Arts,Single,64159,150,688,18721,Yes,19,9,1,8,1,4,2,4,Travel_Rarely,27,No
1362,Employee_362,26,Female,R&D,Executive,Master,Business,Single,66707,84,885,18568,Yes,28,6,9,5,0,3,3,1,Travel_Rarely,25,No
